metabolite,source_cell,sink_cell,exchange_axis,predictor,beta,p_value,significant,r_squared
glu_L,Endo_G,Podo,Endo_G→Podo,sex_num,-1259.9485401454153,0.3285320531852825,False,0.44057200209919045
glu_L,Endo_G,Podo,Endo_G→Podo,is_DKD,3045.90786249293,0.15797379404492753,False,0.44057200209919045
glu_L,Endo_G,Podo,Endo_G→Podo,is_HKD,2596.8144810072563,0.17915527685348842,False,0.44057200209919045
cyala,Endo_G,Podo,Endo_G→Podo,eGFR,2.4390268199253713,0.9134901332674805,False,0.644307187683166
cyala,Endo_G,Podo,Endo_G→Podo,fibrosis,-22.251370740496874,0.134411554444663,False,0.644307187683166
cyala,Endo_G,Podo,Endo_G→Podo,age,-27.375817148664616,0.2786560130401568,False,0.644307187683166
cyala,Endo_G,Podo,Endo_G→Podo,sex_num,139.74846606248343,0.7950821601543202,False,0.644307187683166
cyala,Endo_G,Podo,Endo_G→Podo,is_DKD,413.6217553455885,0.6342846373211293,False,0.644307187683166
cyala,Endo_G,Podo,Endo_G→Podo,is_HKD,1588.8587169424864,0.07219529277540174,False,0.644307187683166
lcts,C_TAL,PC,C_TAL→PC,eGFR,-40.500971346158195,0.7029167537061383,False,0.42315261413501104
lcts,C_TAL,PC,C_TAL→PC,fibrosis,5.921156126057529,0.9264457787818249,False,0.42315261413501104
lcts,C_TAL,PC,C_TAL→PC,age,128.87027084364757,0.2785297890439068,False,0.42315261413501104
lcts,C_TAL,PC,C_TAL→PC,sex_num,-2865.4467761062156,0.2781919701482517,False,0.42315261413501104
lcts,C_TAL,PC,C_TAL→PC,is_DKD,-1503.9577922691353,0.7122712558592381,False,0.42315261413501104
lcts,C_TAL,PC,C_TAL→PC,is_HKD,1799.8352679023596,0.6262515630260619,False,0.42315261413501104
lcts6p,PC,C_TAL,PC→C_TAL,eGFR,0.752728556609159,0.9685375650395452,False,0.3550650202956107
lcts6p,PC,C_TAL,PC→C_TAL,fibrosis,-7.390117397104,0.5297740542486722,False,0.3550650202956107
lcts6p,PC,C_TAL,PC→C_TAL,age,-20.405572493117244,0.33755333979238145,False,0.3550650202956107
lcts6p,PC,C_TAL,PC→C_TAL,sex_num,235.8457056781623,0.608899834836107,False,0.3550650202956107
lcts6p,PC,C_TAL,PC→C_TAL,is_DKD,-256.52581863177375,0.727590576898122,False,0.3550650202956107
lcts6p,PC,C_TAL,PC→C_TAL,is_HKD,363.7583035617884,0.5867761305029783,False,0.3550650202956107
cgly,PT_S2,PT_S1,PT_S2→PT_S1,eGFR,3.634780524503211,0.0633706325584089,False,0.7338406483989589
cgly,PT_S2,PT_S1,PT_S2→PT_S1,fibrosis,-1.561371286623944,0.16288802471310093,False,0.7338406483989589
cgly,PT_S2,PT_S1,PT_S2→PT_S1,age,-2.548823794020852,0.19423484787418474,False,0.7338406483989589
cgly,PT_S2,PT_S1,PT_S2→PT_S1,sex_num,15.135236800976212,0.7125850194566399,False,0.7338406483989589
cgly,PT_S2,PT_S1,PT_S2→PT_S1,is_DKD,165.61215041228397,0.03471145908951297,True,0.7338406483989589
cgly,PT_S2,PT_S1,PT_S2→PT_S1,is_HKD,197.46691277439896,0.010657091123135485,True,0.7338406483989589
asp_L,IC,PC,IC→PC,eGFR,-2.9137127245669623,0.754788164548676,False,0.24334319041568253
asp_L,IC,PC,IC→PC,fibrosis,-2.9888103935391293,0.6001674609597559,False,0.24334319041568253
asp_L,IC,PC,IC→PC,age,-0.8377311944655084,0.933286857060305,False,0.24334319041568253
asp_L,IC,PC,IC→PC,sex_num,-54.90470174708137,0.8053497975747892,False,0.24334319041568253
asp_L,IC,PC,IC→PC,is_DKD,-27.6800709356191,0.9382184852199261,False,0.24334319041568253
asp_L,IC,PC,IC→PC,is_HKD,224.6983124407066,0.49349167858985465,False,0.24334319041568253
glyc,PT_S2,PT_S1,PT_S2→PT_S1,eGFR,-10.169888571184071,0.9124123344741263,False,0.5297175725650658
glyc,PT_S2,PT_S1,PT_S2→PT_S1,fibrosis,-57.193709812590065,0.32591426495567855,False,0.5297175725650658
glyc,PT_S2,PT_S1,PT_S2→PT_S1,age,-3.7022425034679145,0.9703137294546753,False,0.5297175725650658
glyc,PT_S2,PT_S1,PT_S2→PT_S1,sex_num,-1653.4501241492264,0.46359575441151524,False,0.5297175725650658
glyc,PT_S2,PT_S1,PT_S2→PT_S1,is_DKD,532.5771639299401,0.8808486949553398,False,0.5297175725650658
glyc,PT_S2,PT_S1,PT_S2→PT_S1,is_HKD,4701.877408055223,0.1722545699438097,False,0.5297175725650658
gthrd,C_TAL,PC,C_TAL→PC,eGFR,41.553211813248815,0.02367975448967986,True,0.618704082704669
gthrd,C_TAL,PC,C_TAL→PC,fibrosis,3.0842720735065083,0.7352002201330452,False,0.618704082704669
gthrd,C_TAL,PC,C_TAL→PC,age,-20.44074314295415,0.2297112846320037,False,0.618704082704669
gthrd,C_TAL,PC,C_TAL→PC,sex_num,72.50870024000655,0.8395984241115586,False,0.618704082704669
gthrd,C_TAL,PC,C_TAL→PC,is_DKD,1139.2828278275085,0.07895066890825597,False,0.618704082704669
gthrd,C_TAL,PC,C_TAL→PC,is_HKD,1340.829239072938,0.03158965654254946,True,0.618704082704669
prostgf2,GS_Stromal,C_TAL,GS_Stromal→C_TAL,eGFR,-210.6765001886968,0.7144004091545539,False,0.27543840709948997
prostgf2,GS_Stromal,C_TAL,GS_Stromal→C_TAL,fibrosis,-362.05232582392847,0.31641406558160384,False,0.27543840709948997
prostgf2,GS_Stromal,C_TAL,GS_Stromal→C_TAL,age,-96.9641307159775,0.8751499597510499,False,0.27543840709948997
prostgf2,GS_Stromal,C_TAL,GS_Stromal→C_TAL,sex_num,-13738.32809745137,0.3332539076077552,False,0.27543840709948997
prostgf2,GS_Stromal,C_TAL,GS_Stromal→C_TAL,is_DKD,13902.725017688803,0.5335379263849784,False,0.27543840709948997
prostgf2,GS_Stromal,C_TAL,GS_Stromal→C_TAL,is_HKD,2865.900803258979,0.8853716109706804,False,0.27543840709948997
15kprostgf2,C_TAL,PT_S3,C_TAL→PT_S3,eGFR,35.02191388679772,0.867270433529318,False,0.3285718885043539
15kprostgf2,C_TAL,PT_S3,C_TAL→PT_S3,fibrosis,49.51545756682154,0.6984625919745077,False,0.3285718885043539
15kprostgf2,C_TAL,PT_S3,C_TAL→PT_S3,age,228.2826191150918,0.3286930494340967,False,0.3285718885043539
15kprostgf2,C_TAL,PT_S3,C_TAL→PT_S3,sex_num,1525.4112708929201,0.7614117419155522,False,0.3285718885043539
15kprostgf2,C_TAL,PT_S3,C_TAL→PT_S3,is_DKD,867.2747560283016,0.9141502359765568,False,0.3285718885043539
15kprostgf2,C_TAL,PT_S3,C_TAL→PT_S3,is_HKD,4807.4173872476695,0.5146602117265389,False,0.3285718885043539
aspasnglu,C_TAL,PEC,C_TAL→PEC,eGFR,-0.026754597385081888,0.5004003959113773,False,0.7716467542268793
aspasnglu,C_TAL,PEC,C_TAL→PEC,fibrosis,0.08400116729987107,0.007921682611588095,True,0.7716467542268793
aspasnglu,C_TAL,PEC,C_TAL→PEC,age,0.14339561479506138,0.009502684262906758,True,0.7716467542268793
aspasnglu,C_TAL,PEC,C_TAL→PEC,sex_num,2.0283751744472025,0.05901273573676709,False,0.7716467542268793
aspasnglu,C_TAL,PEC,C_TAL→PEC,is_DKD,-1.1023343858044035,0.4709446134800154,False,0.7716467542268793
aspasnglu,C_TAL,PEC,C_TAL→PEC,is_HKD,-1.933279194998432,0.18233435679730883,False,0.7716467542268793
sphs1p,C_TAL,PT_S3,C_TAL→PT_S3,eGFR,-0.053255644631212004,0.7477766018869212,False,0.3080485981292912
sphs1p,C_TAL,PT_S3,C_TAL→PT_S3,fibrosis,-0.0786622618314753,0.44251184212838757,False,0.3080485981292912
sphs1p,C_TAL,PT_S3,C_TAL→PT_S3,age,-0.11066886271640713,0.5389805999073205,False,0.3080485981292912
sphs1p,C_TAL,PT_S3,C_TAL→PT_S3,sex_num,-1.8377269828680882,0.6440494339090532,False,0.3080485981292912
sphs1p,C_TAL,PT_S3,C_TAL→PT_S3,is_DKD,-3.9728723466662976,0.5366376515336506,False,0.3080485981292912
sphs1p,C_TAL,PT_S3,C_TAL→PT_S3,is_HKD,1.0023097641743184,0.8610807640280435,False,0.3080485981292912
adn,PC,C_TAL,PC→C_TAL,eGFR,1.1590512652320442,0.7606823249214363,False,0.40726315744573527
adn,PC,C_TAL,PC→C_TAL,fibrosis,-2.3219971726310873,0.33069927564866086,False,0.40726315744573527
adn,PC,C_TAL,PC→C_TAL,age,-2.6428521580345476,0.5237778378271436,False,0.40726315744573527
adn,PC,C_TAL,PC→C_TAL,sex_num,-105.86662887699927,0.2656774855495875,False,0.40726315744573527
adn,PC,C_TAL,PC→C_TAL,is_DKD,168.7813997227038,0.26892615415120047,False,0.40726315744573527
adn,PC,C_TAL,PC→C_TAL,is_HKD,219.4261972420914,0.12743118536166456,False,0.40726315744573527
meoh,C_TAL,Fib,C_TAL→Fib,eGFR,0.003630444343666796,0.7588839128447881,False,0.6487781051740176
meoh,C_TAL,Fib,C_TAL→Fib,fibrosis,0.011697303926925987,0.13408714274088693,False,0.6487781051740176
meoh,C_TAL,Fib,C_TAL→Fib,age,-0.012350860773066913,0.34664311139739046,False,0.6487781051740176
meoh,C_TAL,Fib,C_TAL→Fib,sex_num,0.0860721162592836,0.760900941715352,False,0.6487781051740176
meoh,C_TAL,Fib,C_TAL→Fib,is_DKD,0.0020767483958012943,0.9963399648558766,False,0.6487781051740176
meoh,C_TAL,Fib,C_TAL→Fib,is_HKD,-0.09850801367080302,0.80995143120511,False,0.6487781051740176
serglyglu,Mono,Plasma_Cells,Mono→Plasma_Cells,eGFR,-77.26552846814673,0.273510397337338,False,0.4042683839895971
serglyglu,Mono,Plasma_Cells,Mono→Plasma_Cells,fibrosis,-51.65345538767478,0.23208293940611552,False,0.4042683839895971
serglyglu,Mono,Plasma_Cells,Mono→Plasma_Cells,age,-1.8822099709420843,0.9792987849682814,False,0.4042683839895971
serglyglu,Mono,Plasma_Cells,Mono→Plasma_Cells,sex_num,881.5433362838594,0.5885431114840258,False,0.4042683839895971
serglyglu,Mono,Plasma_Cells,Mono→Plasma_Cells,is_DKD,971.2254089232991,0.7089820874657765,False,0.4042683839895971
serglyglu,Mono,Plasma_Cells,Mono→Plasma_Cells,is_HKD,-747.9201019339699,0.7498679009110949,False,0.4042683839895971
amp,PT_S3,C_TAL,PT_S3→C_TAL,eGFR,-34.93554883709963,0.6433086187498784,False,0.22076475018374564
amp,PT_S3,C_TAL,PT_S3→C_TAL,fibrosis,-10.456660270054439,0.8183217145791608,False,0.22076475018374564
amp,PT_S3,C_TAL,PT_S3→C_TAL,age,7.604725235001595,0.9248087194519654,False,0.22076475018374564
amp,PT_S3,C_TAL,PT_S3→C_TAL,sex_num,-128.91824670114852,0.9425854275732014,False,0.22076475018374564
amp,PT_S3,C_TAL,PT_S3→C_TAL,is_DKD,-2939.039235629215,0.32456209056415053,False,0.22076475018374564
amp,PT_S3,C_TAL,PT_S3→C_TAL,is_HKD,-1190.2030581651213,0.6490802255524262,False,0.22076475018374564
atp,C_TAL,PT_S3,C_TAL→PT_S3,eGFR,-7.904376301033646,0.31221223384809266,False,0.7037870118444822
atp,C_TAL,PT_S3,C_TAL→PT_S3,fibrosis,14.263428448887765,0.014316787271934193,True,0.7037870118444822
atp,C_TAL,PT_S3,C_TAL→PT_S3,age,22.31973090665743,0.02445190570063668,True,0.7037870118444822
atp,C_TAL,PT_S3,C_TAL→PT_S3,sex_num,305.55148136314,0.12176999267374233,False,0.7037870118444822
atp,C_TAL,PT_S3,C_TAL→PT_S3,is_DKD,-311.86235530573475,0.30026035385031896,False,0.7037870118444822
atp,C_TAL,PT_S3,C_TAL→PT_S3,is_HKD,-271.1609196480927,0.31708917090307037,False,0.7037870118444822
Rtotal,PC,C_TAL,PC→C_TAL,eGFR,-1.8016715984117455,0.4412977205123976,False,0.7890924465363849
Rtotal,PC,C_TAL,PC→C_TAL,fibrosis,-4.418868806118755,0.01317365374674074,True,0.7890924465363849
Rtotal,PC,C_TAL,PC→C_TAL,age,0.0900653241668028,0.9708238398912178,False,0.7890924465363849
Rtotal,PC,C_TAL,PC→C_TAL,sex_num,-225.80219691709578,0.0036693157677095962,True,0.7890924465363849
Rtotal,PC,C_TAL,PC→C_TAL,is_DKD,1.723422324674143,0.9843525784998329,False,0.7890924465363849
Rtotal,PC,C_TAL,PC→C_TAL,is_HKD,-16.001005166988804,0.8403940361130418,False,0.7890924465363849
mag_hs,Fib,CD4T,Fib→CD4T,eGFR,54.764243413953366,0.3973522203689101,False,0.4602487458588913
mag_hs,Fib,CD4T,Fib→CD4T,fibrosis,-8.175132985680632,0.8309341468224523,False,0.4602487458588913
mag_hs,Fib,CD4T,Fib→CD4T,age,54.64038312281488,0.43104932646442995,False,0.4602487458588913
mag_hs,Fib,CD4T,Fib→CD4T,sex_num,-2942.243490794601,0.08254352603353514,False,0.4602487458588913
mag_hs,Fib,CD4T,Fib→CD4T,is_DKD,1025.7632401698293,0.6735514983830933,False,0.4602487458588913
mag_hs,Fib,CD4T,Fib→CD4T,is_HKD,153.79469415256347,0.9438564647181542,False,0.4602487458588913
dag_hs,C_TAL,PT_S3,C_TAL→PT_S3,eGFR,5.525181382194349,0.8861351164766557,False,0.6784183893996563
dag_hs,C_TAL,PT_S3,C_TAL→PT_S3,fibrosis,10.298660814779172,0.6622575802432844,False,0.6784183893996563
dag_hs,C_TAL,PT_S3,C_TAL→PT_S3,age,83.95752897490395,0.07427543435953313,False,0.6784183893996563
dag_hs,C_TAL,PT_S3,C_TAL→PT_S3,sex_num,-580.6476279232271,0.534892550134507,False,0.6784183893996563
dag_hs,C_TAL,PT_S3,C_TAL→PT_S3,is_DKD,2305.1760061514806,0.15081144938872626,False,0.6784183893996563
dag_hs,C_TAL,PT_S3,C_TAL→PT_S3,is_HKD,-355.97266236942204,0.7906078451732188,False,0.6784183893996563
2hb,M_TAL,C_TAL,M_TAL→C_TAL,eGFR,-4.525671981693747,0.7979154756852233,False,0.3048756654455341
2hb,M_TAL,C_TAL,M_TAL→C_TAL,fibrosis,-0.3402551013996933,0.9746434207450678,False,0.3048756654455341
2hb,M_TAL,C_TAL,M_TAL→C_TAL,age,-6.376887962520889,0.7379465496710809,False,0.3048756654455341
2hb,M_TAL,C_TAL,M_TAL→C_TAL,sex_num,372.9315309854512,0.38991213641445754,False,0.3048756654455341
2hb,M_TAL,C_TAL,M_TAL→C_TAL,is_DKD,-640.8765768897689,0.3594954592218092,False,0.3048756654455341
2hb,M_TAL,C_TAL,M_TAL→C_TAL,is_HKD,-717.1890487110904,0.26360273295070236,False,0.3048756654455341
dgmp,C_TAL,GS_Stromal,C_TAL→GS_Stromal,eGFR,-1063.5216322343072,0.21428114568993264,False,0.47940848660577595
dgmp,C_TAL,GS_Stromal,C_TAL→GS_Stromal,fibrosis,-1045.207051375051,0.06272490086501485,False,0.47940848660577595
dgmp,C_TAL,GS_Stromal,C_TAL→GS_Stromal,age,-735.8762370006118,0.40912315953581047,False,0.47940848660577595
dgmp,C_TAL,GS_Stromal,C_TAL→GS_Stromal,sex_num,-9202.89672737844,0.6363329165532309,False,0.47940848660577595
dgmp,C_TAL,GS_Stromal,C_TAL→GS_Stromal,is_DKD,-6335.223382119593,0.8383102541826171,False,0.47940848660577595
dgmp,C_TAL,GS_Stromal,C_TAL→GS_Stromal,is_HKD,6975.9789107386305,0.8035953969406635,False,0.47940848660577595
ppi,C_TAL,GS_Stromal,C_TAL→GS_Stromal,eGFR,-1063.5216322343072,0.21428114568993264,False,0.47940848660577595
ppi,C_TAL,GS_Stromal,C_TAL→GS_Stromal,fibrosis,-1045.207051375051,0.06272490086501485,False,0.47940848660577595
ppi,C_TAL,GS_Stromal,C_TAL→GS_Stromal,age,-735.8762370006118,0.40912315953581047,False,0.47940848660577595
ppi,C_TAL,GS_Stromal,C_TAL→GS_Stromal,sex_num,-9202.896727378438,0.636332916553231,False,0.47940848660577595
ppi,C_TAL,GS_Stromal,C_TAL→GS_Stromal,is_DKD,-6335.223382119593,0.8383102541826171,False,0.47940848660577595
ppi,C_TAL,GS_Stromal,C_TAL→GS_Stromal,is_HKD,6975.978910738629,0.8035953969406635,False,0.47940848660577595
dgtp,GS_Stromal,C_TAL,GS_Stromal→C_TAL,eGFR,-1063.5216322343074,0.21428114568993264,False,0.47940848660577606
dgtp,GS_Stromal,C_TAL,GS_Stromal→C_TAL,fibrosis,-1045.207051375051,0.06272490086501485,False,0.47940848660577606
dgtp,GS_Stromal,C_TAL,GS_Stromal→C_TAL,age,-735.876237000612,0.40912315953581024,False,0.47940848660577606
dgtp,GS_Stromal,C_TAL,GS_Stromal→C_TAL,sex_num,-9202.896727378435,0.636332916553231,False,0.47940848660577606
dgtp,GS_Stromal,C_TAL,GS_Stromal→C_TAL,is_DKD,-6335.2233821196005,0.8383102541826168,False,0.47940848660577606
dgtp,GS_Stromal,C_TAL,GS_Stromal→C_TAL,is_HKD,6975.978910738627,0.8035953969406635,False,0.47940848660577606
dttp,C_TAL,Fib,C_TAL→Fib,eGFR,-0.18495532324247796,0.5004003959113771,False,0.7716467542268796
dttp,C_TAL,Fib,C_TAL→Fib,fibrosis,0.5807025546703278,0.00792168261158807,True,0.7716467542268796
dttp,C_TAL,Fib,C_TAL→Fib,age,0.9912981273552159,0.009502684262906728,True,0.7716467542268796
dttp,C_TAL,Fib,C_TAL→Fib,sex_num,14.022217589268788,0.05901273573676695,False,0.7716467542268796
dttp,C_TAL,Fib,C_TAL→Fib,is_DKD,-7.620470220995919,0.4709446134800154,False,0.7716467542268796
dttp,C_TAL,Fib,C_TAL→Fib,is_HKD,-13.36481626997947,0.18233435679730875,False,0.7716467542268796
dtmp,Fib,C_TAL,Fib→C_TAL,eGFR,-0.00672037842477842,0.5004003959113771,False,0.7716467542268793
dtmp,Fib,C_TAL,Fib→C_TAL,fibrosis,0.02109991132563359,0.007921682611588078,True,0.7716467542268793
dtmp,Fib,C_TAL,Fib→C_TAL,age,0.03601896085395412,0.00950268426290675,True,0.7716467542268793
dtmp,Fib,C_TAL,Fib→C_TAL,sex_num,0.5094993044938105,0.05901273573676703,False,0.7716467542268793
dtmp,Fib,C_TAL,Fib→C_TAL,is_DKD,-0.27689088782109544,0.4709446134800154,False,0.7716467542268793
dtmp,Fib,C_TAL,Fib→C_TAL,is_HKD,-0.48561253246086505,0.1823343567973088,False,0.7716467542268793
dtdp,Fib,C_TAL,Fib→C_TAL,eGFR,-0.4712839751181362,0.5004003959113772,False,0.7716467542268794
dtdp,Fib,C_TAL,Fib→C_TAL,fibrosis,1.4796860318937544,0.007921682611588078,True,0.7716467542268794
dtdp,Fib,C_TAL,Fib→C_TAL,age,2.525923092111547,0.00950268426290675,True,0.7716467542268794
dtdp,Fib,C_TAL,Fib→C_TAL,sex_num,35.72996077965442,0.05901273573676703,False,0.7716467542268794
dtdp,Fib,C_TAL,Fib→C_TAL,is_DKD,-19.41769198668576,0.4709446134800154,False,0.7716467542268794
dtdp,Fib,C_TAL,Fib→C_TAL,is_HKD,-34.054838909296585,0.1823343567973088,False,0.7716467542268794
gal,PT_S3,PT_S2,PT_S3→PT_S2,eGFR,125.09415016312681,0.8063224596436218,False,0.6925775755174761
gal,PT_S3,PT_S2,PT_S3→PT_S2,fibrosis,-423.09366855861913,0.19898340592545616,False,0.6925775755174761
gal,PT_S3,PT_S2,PT_S3→PT_S2,age,458.0344620867894,0.4151041915574787,False,0.6925775755174761
gal,PT_S3,PT_S2,PT_S3→PT_S2,sex_num,-28159.874402983376,0.04769398671416492,True,0.6925775755174761
gal,PT_S3,PT_S2,PT_S3→PT_S2,is_DKD,31675.268127598123,0.13715179085152499,False,0.6925775755174761
gal,PT_S3,PT_S2,PT_S3→PT_S2,is_HKD,40291.1488443478,0.04997924069868495,True,0.6925775755174761
ala_D,iPT,C_TAL,iPT→C_TAL,eGFR,-68.96085856189583,0.771791715203527,False,0.21071610912583683
ala_D,iPT,C_TAL,iPT→C_TAL,fibrosis,-138.27982335017458,0.35252060761424636,False,0.21071610912583683
ala_D,iPT,C_TAL,iPT→C_TAL,age,10.073005898934241,0.9685078951910729,False,0.21071610912583683
ala_D,iPT,C_TAL,iPT→C_TAL,sex_num,-192.18539604960722,0.972954631408836,False,0.21071610912583683
ala_D,iPT,C_TAL,iPT→C_TAL,is_DKD,2244.056723140294,0.8057521703147195,False,0.21071610912583683
ala_D,iPT,C_TAL,iPT→C_TAL,is_HKD,2059.2416769235306,0.8026372887594491,False,0.21071610912583683
prostge2,C_TAL,GS_Stromal,C_TAL→GS_Stromal,eGFR,-0.37290148280283314,0.5003740547898377,False,0.7716471158141733
prostge2,C_TAL,GS_Stromal,C_TAL→GS_Stromal,fibrosis,1.1707222052130217,0.007921640801222095,True,0.7716471158141733
prostge2,C_TAL,GS_Stromal,C_TAL→GS_Stromal,age,1.9985326916734232,0.00950192362870129,True,0.7716471158141733
prostge2,C_TAL,GS_Stromal,C_TAL→GS_Stromal,sex_num,28.26895842831733,0.059015688759934716,False,0.7716471158141733
prostge2,C_TAL,GS_Stromal,C_TAL→GS_Stromal,is_DKD,-15.36375071889846,0.47092905986376654,False,0.7716471158141733
prostge2,C_TAL,GS_Stromal,C_TAL→GS_Stromal,is_HKD,-26.943669653892208,0.18233956151965927,False,0.7716471158141733
4abut,iPT,PT_S1,iPT→PT_S1,eGFR,-1.3807235715030404,0.992983151036902,False,0.19532185448069828
4abut,iPT,PT_S1,iPT→PT_S1,fibrosis,-102.58085757914763,0.3015846077088804,False,0.19532185448069828
4abut,iPT,PT_S1,iPT→PT_S1,age,-157.66320973599147,0.36588421741788596,False,0.19532185448069828
4abut,iPT,PT_S1,iPT→PT_S1,sex_num,-1589.278064981317,0.6741698996970658,False,0.19532185448069828
4abut,iPT,PT_S1,iPT→PT_S1,is_DKD,2847.0860107336957,0.6396673286470627,False,0.19532185448069828
4abut,iPT,PT_S1,iPT→PT_S1,is_HKD,3345.1051410111527,0.5446099614595903,False,0.19532185448069828
mal_L,C_TAL,PT_S2,C_TAL→PT_S2,eGFR,-27.202004673519387,0.2826760149033566,False,0.37618619942841347
mal_L,C_TAL,PT_S2,C_TAL→PT_S2,fibrosis,-3.373799740595658,0.81890131120823,False,0.37618619942841347
mal_L,C_TAL,PT_S2,C_TAL→PT_S2,age,-12.720655424692449,0.6287030766086246,False,0.37618619942841347
mal_L,C_TAL,PT_S2,C_TAL→PT_S2,sex_num,-118.00139030973295,0.8388444447908973,False,0.37618619942841347
mal_L,C_TAL,PT_S2,C_TAL→PT_S2,is_DKD,-845.1350180568984,0.377950512433128,False,0.37618619942841347
mal_L,C_TAL,PT_S2,C_TAL→PT_S2,is_HKD,-112.83728968704865,0.8932195542297066,False,0.37618619942841347
ser_D,C_TAL,iPT,C_TAL→iPT,eGFR,-230.21720840628765,0.23473765051649134,False,0.4301969971455031
ser_D,C_TAL,iPT,C_TAL→iPT,fibrosis,-129.15070905939334,0.2686944303818421,False,0.4301969971455031
ser_D,C_TAL,iPT,C_TAL→iPT,age,-140.37545095561092,0.4854020089495297,False,0.4301969971455031
ser_D,C_TAL,iPT,C_TAL→iPT,sex_num,3720.8374027605682,0.40876955529000847,False,0.4301969971455031
ser_D,C_TAL,iPT,C_TAL→iPT,is_DKD,-2822.6972138547053,0.690591453185464,False,0.4301969971455031
ser_D,C_TAL,iPT,C_TAL→iPT,is_HKD,2497.0680138652187,0.6964326587570043,False,0.4301969971455031
4nph,Plasma_Cells,Mac,Plasma_Cells→Mac,eGFR,11.683375478718569,0.9494701753773209,False,0.4550674600573674
4nph,Plasma_Cells,Mac,Plasma_Cells→Mac,fibrosis,-178.12358895749063,0.14307482511921674,False,0.4550674600573674
4nph,Plasma_Cells,Mac,Plasma_Cells→Mac,age,-171.3977876487375,0.400462114623917,False,0.4550674600573674
4nph,Plasma_Cells,Mac,Plasma_Cells→Mac,sex_num,705.1017341515856,0.8730508994592708,False,0.4550674600573674
4nph,Plasma_Cells,Mac,Plasma_Cells→Mac,is_DKD,8740.316660219018,0.24164162198106015,False,0.4550674600573674
4nph,Plasma_Cells,Mac,Plasma_Cells→Mac,is_HKD,10178.90890664177,0.14293479628359304,False,0.4550674600573674
npphos,Mac,Plasma_Cells,Mac→Plasma_Cells,eGFR,11.683375478718569,0.9494701753773209,False,0.4550674600573674
npphos,Mac,Plasma_Cells,Mac→Plasma_Cells,fibrosis,-178.12358895749063,0.14307482511921674,False,0.4550674600573674
npphos,Mac,Plasma_Cells,Mac→Plasma_Cells,age,-171.3977876487375,0.400462114623917,False,0.4550674600573674
npphos,Mac,Plasma_Cells,Mac→Plasma_Cells,sex_num,705.1017341515856,0.8730508994592708,False,0.4550674600573674
npphos,Mac,Plasma_Cells,Mac→Plasma_Cells,is_DKD,8740.316660219018,0.24164162198106015,False,0.4550674600573674
npphos,Mac,Plasma_Cells,Mac→Plasma_Cells,is_HKD,10178.90890664177,0.14293479628359304,False,0.4550674600573674
thrglnglu,GS_Stromal,C_TAL,GS_Stromal→C_TAL,eGFR,-0.030249258041183807,0.6981924949450464,False,0.9104174435207948
thrglnglu,GS_Stromal,C_TAL,GS_Stromal→C_TAL,fibrosis,0.30536038087231737,0.0002725774549495018,True,0.9104174435207948
thrglnglu,GS_Stromal,C_TAL,GS_Stromal→C_TAL,age,0.22686670031943745,0.025936841187453836,True,0.9104174435207948
thrglnglu,GS_Stromal,C_TAL,GS_Stromal→C_TAL,sex_num,5.584620040257868,0.01685529408234851,True,0.9104174435207948
thrglnglu,GS_Stromal,C_TAL,GS_Stromal→C_TAL,is_DKD,-2.589979825853715,0.3976643753025495,False,0.9104174435207948
thrglnglu,GS_Stromal,C_TAL,GS_Stromal→C_TAL,is_HKD,-5.472838837361973,0.07297830743605438,False,0.9104174435207948
asplysglu,C_TAL,Plasma_Cells,C_TAL→Plasma_Cells,eGFR,-0.002882786565827811,0.5004003959113773,False,0.7716467542268792
asplysglu,C_TAL,Plasma_Cells,C_TAL→Plasma_Cells,fibrosis,0.00905105889356225,0.007921682611588095,True,0.7716467542268792
asplysglu,C_TAL,Plasma_Cells,C_TAL→Plasma_Cells,age,0.015450763320412321,0.009502684262906758,True,0.7716467542268792
asplysglu,C_TAL,Plasma_Cells,C_TAL→Plasma_Cells,sex_num,0.21855581002371868,0.05901273573676709,False,0.7716467542268792
asplysglu,C_TAL,Plasma_Cells,C_TAL→Plasma_Cells,is_DKD,-0.11877565237512763,0.4709446134800156,False,0.7716467542268792
asplysglu,C_TAL,Plasma_Cells,C_TAL→Plasma_Cells,is_HKD,-0.2083092939549696,0.1823343567973088,False,0.7716467542268792
cholp,Mono,C_TAL,Mono→C_TAL,eGFR,-0.010788876265295172,0.5004003959113773,False,0.7716467542268792
cholp,Mono,C_TAL,Mono→C_TAL,fibrosis,0.033873737178493304,0.007921682611588083,True,0.7716467542268792
cholp,Mono,C_TAL,Mono→C_TAL,age,0.05782473653939128,0.009502684262906758,True,0.7716467542268792
cholp,Mono,C_TAL,Mono→C_TAL,sex_num,0.8179487234186387,0.05901273573676709,False,0.7716467542268792
cholp,Mono,C_TAL,Mono→C_TAL,is_DKD,-0.44451983785243787,0.4709446134800156,False,0.7716467542268792
cholp,Mono,C_TAL,Mono→C_TAL,is_HKD,-0.7796009680466249,0.1823343567973088,False,0.7716467542268792
tyrala,C_TAL,CD4T,C_TAL→CD4T,eGFR,-0.11980435870331961,0.5004003959113773,False,0.7716467542268792
tyrala,C_TAL,CD4T,C_TAL→CD4T,fibrosis,0.3761486608766067,0.007921682611588083,True,0.7716467542268792
tyrala,C_TAL,CD4T,C_TAL→CD4T,age,0.6421109398181286,0.009502684262906758,True,0.7716467542268792
